ray init kwargs: {'num_cpus': None, '_temp_dir': '/home/yw784/.cache/ray_tmp', 'runtime_env': {'env_vars': {'TOKENIZERS_PARALLELISM': 'true', 'NCCL_DEBUG': 'WARN', 'VLLM_LOGGING_LEVEL': 'WARN', 'VLLM_ALLOW_RUNTIME_LORA_UPDATING': 'true', 'CUDA_DEVICE_MAX_CONNECTIONS': '1', 'VLLM_DISABLE_COMPILE_CACHE': '1', 'HCCL_HOST_SOCKET_PORT_RANGE': 'auto', 'HCCL_NPU_SOCKET_PORT_RANGE': 'auto', 'HSA_NO_SCRATCH_RECLAIM': '1'}, 'working_dir': None}}
[36m(TaskRunner pid=2033431)[0m TaskRunner hostname: node6.athena, PID: 2033431
[36m(TaskRunner pid=2033431)[0m step:59 - global_seqlen/min:46622 - global_seqlen/max:68613 - global_seqlen/minmax_diff:21991 - global_seqlen/balanced_min:57286 - global_seqlen/balanced_max:57288 - global_seqlen/mean:57287.25 - actor/entropy:0.08991147577762604 - perf/mfu/actor_infer:0.03198498687435245 - actor/pg_clipfrac:np.float64(0.00031957521832737257) - actor/ppo_kl:np.float64(0.00010280102110904465) - actor/pg_clipfrac_lower:np.float64(1.9073486328125e-06) - actor/pg_loss:np.float64(0.027137112367199734) - actor/kl_loss:np.float64(0.12547424421063624) - actor/kl_coef:np.float64(0.0010000000000000005) - actor/loss:np.float64(0.027262584073469043) - actor/grad_norm:np.float64(0.3757714331150055) - actor/perf/max_memory_allocated_gb:np.float64(20.273035049438477) - actor/perf/max_memory_reserved_gb:np.float64(34.158203125) - actor/perf/cpu_memory_used_gb:np.float64(108.5959300994873) - actor/lr:np.float64(1e-06) - perf/mfu/actor:np.float64(0.022626225925161773) - training/global_step:59 - training/epoch:0 - critic/score/mean:0.953125 - critic/score/max:1.0 - critic/score/min:0.0 - critic/rewards/mean:0.953125 - critic/rewards/max:1.0 - critic/rewards/min:0.0 - critic/advantages/mean:-0.02728337049484253 - critic/advantages/max:0.935412585735321 - critic/advantages/min:-2.4748666286468506 - critic/returns/mean:-0.02728337049484253 - critic/returns/max:0.935412585735321 - critic/returns/min:-2.4748666286468506 - response_length/mean:362.978515625 - response_length/max:1024.0 - response_length/min:121.0 - response_length/clip_ratio:0.01953125 - response_length_non_aborted/mean:362.978515625 - response_length_non_aborted/max:1024.0 - response_length_non_aborted/min:121.0 - response_length_non_aborted/clip_ratio:0.01953125 - response/aborted_ratio:0.0 - prompt_length/mean:84.578125 - prompt_length/max:141.0 - prompt_length/min:52.0 - prompt_length/clip_ratio:0.0 - num_turns/min:np.int32(2) - num_turns/max:np.int32(2) - num_turns/mean:np.float64(2.0) - timing_s/start_profile:0.00010235607624053955 - timing_s/agent_loop/num_preempted/min:np.int64(-1) - timing_s/agent_loop/num_preempted/max:np.int64(-1) - timing_s/agent_loop/num_preempted/mean:np.float64(-1.0) - timing_s/agent_loop/generate_sequences/min:np.float64(3.003515936434269) - timing_s/agent_loop/generate_sequences/max:np.float64(19.183161333203316) - timing_s/agent_loop/generate_sequences/mean:np.float64(8.486885557889764) - timing_s/agent_loop/tool_calls/min:np.float64(0.0) - timing_s/agent_loop/tool_calls/max:np.float64(0.0) - timing_s/agent_loop/tool_calls/mean:np.float64(0.0) - timing_s/agent_loop/compute_score/min:np.float64(0.0048952363431453705) - timing_s/agent_loop/compute_score/max:np.float64(0.027116138488054276) - timing_s/agent_loop/compute_score/mean:np.float64(0.011116264256997965) - timing_s/agent_loop/slowest/generate_sequences:np.float64(19.183161333203316) - timing_s/agent_loop/slowest/tool_calls:np.float64(0.0) - timing_s/agent_loop/slowest/compute_score:np.float64(0.01122315600514412) - timing_s/agent_loop/slowest/num_preempted:np.int64(-1) - timing_s/agent_loop/slowest/prompt_length:78 - timing_s/agent_loop/slowest/response_length:1024 - timing_s/gen:20.2808701954782 - timing_s/reward:2.1241605281829834e-05 - timing_s/old_log_prob:44.92101111635566 - timing_s/ref:63.98191497474909 - timing_s/adv:0.01935555785894394 - timing_s/update_actor:189.44706094264984 - timing_s/update_weights:4.532278597354889 - timing_s/step:323.327200345695 - timing_s/stop_profile:0.00014037638902664185 - timing_per_token_ms/gen:0.10912787643185558 - timing_per_token_ms/update_actor:0.8267418183917444 - timing_per_token_ms/ref:0.2792153357629712 - timing_per_token_ms/adv:8.446712775942265e-05 - perf/total_num_tokens:229149 - perf/time_per_step:323.327200345695 - perf/throughput:177.1804226144587
[36m(TaskRunner pid=2033431)[0m local_global_step_folder: checkpoints/grpo_rlvr_math/qwen3_4b_gsm8k/global_step_60
[36m(TaskRunner pid=2033431)[0m test_gen_batch meta info: {'eos_token_id': 151645, 'pad_token_id': 151643, 'recompute_log_prob': False, 'do_sample': False, 'validate': True, 'global_steps': 60}
[36m(TaskRunner pid=2033431)[0m validation generation end
[36m(TaskRunner pid=2033431)[0m step:60 - global_seqlen/min:47921 - global_seqlen/max:55217 - global_seqlen/minmax_diff:7296 - global_seqlen/balanced_min:52400 - global_seqlen/balanced_max:52401 - global_seqlen/mean:52400.5 - actor/entropy:0.07977303862571716 - perf/mfu/actor_infer:0.029025175102147475 - actor/pg_clipfrac:np.float64(7.376464009212214e-05) - actor/ppo_kl:np.float64(-8.862254082586674e-06) - actor/pg_clipfrac_lower:np.float64(0.0) - actor/pg_loss:np.float64(0.0015080453304108232) - actor/kl_loss:np.float64(0.13287656150350813) - actor/kl_coef:np.float64(0.0010000000000000005) - actor/loss:np.float64(0.0016409202944487333) - actor/grad_norm:np.float64(0.15412475913763046) - actor/perf/max_memory_allocated_gb:np.float64(20.273035049438477) - actor/perf/max_memory_reserved_gb:np.float64(34.158203125) - actor/perf/cpu_memory_used_gb:np.float64(108.6044750213623) - actor/lr:np.float64(1e-06) - perf/mfu/actor:np.float64(0.020675139412314185) - val-aux/openai/gsm8k/reward/mean@1:np.float64(0.9401061410159212) - val-core/openai/gsm8k/acc/mean@1:np.float64(0.9401061410159212) - val-aux/num_turns/min:np.int32(2) - val-aux/num_turns/max:np.int32(2) - val-aux/num_turns/mean:np.float64(2.0) - training/global_step:60 - training/epoch:0 - critic/score/mean:0.900390625 - critic/score/max:1.0 - critic/score/min:0.0 - critic/rewards/mean:0.900390625 - critic/rewards/max:1.0 - critic/rewards/min:0.0 - critic/advantages/mean:-0.0015394953079521656 - critic/advantages/max:0.5400605201721191 - critic/advantages/min:-2.4748666286468506 - critic/returns/mean:-0.0015394953079521656 - critic/returns/max:0.5400605201721191 - critic/returns/min:-2.4748666286468506 - response_length/mean:328.53515625 - response_length/max:1024.0 - response_length/min:130.0 - response_length/clip_ratio:0.015625 - response_length_non_aborted/mean:328.53515625 - response_length_non_aborted/max:1024.0 - response_length_non_aborted/min:130.0 - response_length_non_aborted/clip_ratio:0.015625 - response/aborted_ratio:0.0 - prompt_length/mean:80.84375 - prompt_length/max:128.0 - prompt_length/min:54.0 - prompt_length/clip_ratio:0.0 - num_turns/min:np.int32(2) - num_turns/max:np.int32(2) - num_turns/mean:np.float64(2.0) - timing_s/start_profile:9.628757834434509e-05 - timing_s/agent_loop/num_preempted/min:np.int64(-1) - timing_s/agent_loop/num_preempted/max:np.int64(-1) - timing_s/agent_loop/num_preempted/mean:np.float64(-1.0) - timing_s/agent_loop/generate_sequences/min:np.float64(3.2173003554344177) - timing_s/agent_loop/generate_sequences/max:np.float64(18.43768548220396) - timing_s/agent_loop/generate_sequences/mean:np.float64(7.705750889355841) - timing_s/agent_loop/tool_calls/min:np.float64(0.0) - timing_s/agent_loop/tool_calls/max:np.float64(0.0) - timing_s/agent_loop/tool_calls/mean:np.float64(0.0) - timing_s/agent_loop/compute_score/min:np.float64(0.005981996655464172) - timing_s/agent_loop/compute_score/max:np.float64(0.03462132811546326) - timing_s/agent_loop/compute_score/mean:np.float64(0.010692740339436568) - timing_s/agent_loop/slowest/generate_sequences:np.float64(18.43768548220396) - timing_s/agent_loop/slowest/tool_calls:np.float64(0.0) - timing_s/agent_loop/slowest/compute_score:np.float64(0.00936533510684967) - timing_s/agent_loop/slowest/num_preempted:np.int64(-1) - timing_s/agent_loop/slowest/prompt_length:87 - timing_s/agent_loop/slowest/response_length:1024 - timing_s/gen:19.482486862689257 - timing_s/reward:2.2683292627334595e-05 - timing_s/old_log_prob:45.221840996295214 - timing_s/ref:63.996297404170036 - timing_s/adv:0.017215784639120102 - timing_s/update_actor:188.8729297146201 - timing_s/save_checkpoint:267.8308553248644 - timing_s/update_weights:4.748653180897236 - timing_s/step:590.3340162113309 - timing_s/testing:30.200776509940624 - timing_s/stop_profile:0.00013060495257377625 - timing_per_token_ms/gen:0.11582240569935948 - timing_per_token_ms/update_actor:0.9011027075820847 - timing_per_token_ms/ref:0.30532293300717567 - timing_per_token_ms/adv:8.213559335846081e-05 - perf/total_num_tokens:209602 - perf/time_per_step:590.3340162113309 - perf/throughput:88.764154802222
[36m(TaskRunner pid=2033431)[0m step:61 - global_seqlen/min:45978 - global_seqlen/max:65648 - global_seqlen/minmax_diff:19670 - global_seqlen/balanced_min:56622 - global_seqlen/balanced_max:56625 - global_seqlen/mean:56623.0 - actor/entropy:0.10040398687124252 - perf/mfu/actor_infer:0.03155142273433825 - actor/pg_clipfrac:np.float64(0.00037791361319250427) - actor/ppo_kl:np.float64(-0.00014814314443967191) - actor/pg_clipfrac_lower:np.float64(0.0) - actor/pg_loss:np.float64(0.02502621797611937) - actor/kl_loss:np.float64(0.12085027710418217) - actor/kl_coef:np.float64(0.0010000000000000005) - actor/loss:np.float64(0.025147066451609135) - actor/grad_norm:np.float64(0.4625723659992218) - actor/perf/max_memory_allocated_gb:np.float64(20.273035049438477) - actor/perf/max_memory_reserved_gb:np.float64(34.158203125) - actor/perf/cpu_memory_used_gb:np.float64(110.48804473876953) - actor/lr:np.float64(1e-06) - perf/mfu/actor:np.float64(0.022380097163018788) - training/global_step:61 - training/epoch:0 - critic/score/mean:0.947265625 - critic/score/max:1.0 - critic/score/min:0.0 - critic/rewards/mean:0.947265625 - critic/rewards/max:1.0 - critic/rewards/min:0.0 - critic/advantages/mean:-0.02548212930560112 - critic/advantages/max:1.20761239528656 - critic/advantages/min:-2.4748666286468506 - critic/returns/mean:-0.02548212930560112 - critic/returns/max:1.20761239528656 - critic/returns/min:-2.4748666286468506 - response_length/mean:359.7109375 - response_length/max:1024.0 - response_length/min:129.0 - response_length/clip_ratio:0.03515625 - response_length_non_aborted/mean:359.7109375 - response_length_non_aborted/max:1024.0 - response_length_non_aborted/min:129.0 - response_length_non_aborted/clip_ratio:0.03515625 - response/aborted_ratio:0.0 - prompt_length/mean:82.65625 - prompt_length/max:159.0 - prompt_length/min:49.0 - prompt_length/clip_ratio:0.0 - num_turns/min:np.int32(2) - num_turns/max:np.int32(2) - num_turns/mean:np.float64(2.0) - timing_s/start_profile:6.664544343948364e-05 - timing_s/agent_loop/num_preempted/min:np.int64(-1) - timing_s/agent_loop/num_preempted/max:np.int64(-1) - timing_s/agent_loop/num_preempted/mean:np.float64(-1.0) - timing_s/agent_loop/generate_sequences/min:np.float64(3.1755369007587433) - timing_s/agent_loop/generate_sequences/max:np.float64(19.522834733128548) - timing_s/agent_loop/generate_sequences/mean:np.float64(8.231560382257157) - timing_s/agent_loop/tool_calls/min:np.float64(0.0) - timing_s/agent_loop/tool_calls/max:np.float64(0.0) - timing_s/agent_loop/tool_calls/mean:np.float64(0.0) - timing_s/agent_loop/compute_score/min:np.float64(0.0073120370507240295) - timing_s/agent_loop/compute_score/max:np.float64(0.023296616971492767) - timing_s/agent_loop/compute_score/mean:np.float64(0.010768756095785648) - timing_s/agent_loop/slowest/generate_sequences:np.float64(19.522834733128548) - timing_s/agent_loop/slowest/tool_calls:np.float64(0.0) - timing_s/agent_loop/slowest/compute_score:np.float64(0.013288825750350952) - timing_s/agent_loop/slowest/num_preempted:np.int64(-1) - timing_s/agent_loop/slowest/prompt_length:95 - timing_s/agent_loop/slowest/response_length:1024 - timing_s/gen:20.64575446769595 - timing_s/reward:2.4516135454177856e-05 - timing_s/old_log_prob:45.183600541204214 - timing_s/ref:64.40903494879603 - timing_s/adv:0.018992815166711807 - timing_s/update_actor:189.18863774463534 - timing_s/update_weights:4.542202930897474 - timing_s/step:324.145413544029 - timing_s/stop_profile:0.0001731663942337036 - timing_per_token_ms/gen:0.11210039782212254 - timing_per_token_ms/update_actor:0.8352994266668816 - timing_per_token_ms/ref:0.2843766444236266 - timing_per_token_ms/adv:8.385645041198721e-05 - perf/total_num_tokens:226492 - perf/time_per_step:324.145413544029 - perf/throughput:174.68394626015228
[36m(TaskRunner pid=2033431)[0m step:62 - global_seqlen/min:48682 - global_seqlen/max:58049 - global_seqlen/minmax_diff:9367 - global_seqlen/balanced_min:54425 - global_seqlen/balanced_max:54425 - global_seqlen/mean:54425.0 - actor/entropy:0.08372189849615097 - perf/mfu/actor_infer:0.03038079880305074 - actor/pg_clipfrac:np.float64(0.00011842680260087945) - actor/ppo_kl:np.float64(-4.171481009507261e-06) - actor/pg_clipfrac_lower:np.float64(0.0) - actor/pg_loss:np.float64(0.015275067940820009) - actor/kl_loss:np.float64(0.1332869173202198) - actor/kl_coef:np.float64(0.0010000000000000005) - actor/loss:np.float64(0.015408354345709085) - actor/grad_norm:np.float64(0.1959303319454193) - actor/perf/max_memory_allocated_gb:np.float64(20.273035049438477) - actor/perf/max_memory_reserved_gb:np.float64(34.158203125) - actor/perf/cpu_memory_used_gb:np.float64(109.13826751708984) - actor/lr:np.float64(1e-06) - perf/mfu/actor:np.float64(0.021509680149528275) - training/global_step:62 - training/epoch:0 - critic/score/mean:0.978515625 - critic/score/max:1.0 - critic/score/min:0.0 - critic/rewards/mean:0.978515625 - critic/rewards/max:1.0 - critic/rewards/min:0.0 - critic/advantages/mean:-0.01551038958132267 - critic/advantages/max:0.5400605201721191 - critic/advantages/min:-2.4748666286468506 - critic/returns/mean:-0.01551038958132267 - critic/returns/max:0.5400605201721191 - critic/returns/min:-2.4748666286468506 - response_length/mean:345.0234375 - response_length/max:1024.0 - response_length/min:136.0 - response_length/clip_ratio:0.005859375 - response_length_non_aborted/mean:345.0234375 - response_length_non_aborted/max:1024.0 - response_length_non_aborted/min:136.0 - response_length_non_aborted/clip_ratio:0.005859375 - response/aborted_ratio:0.0 - prompt_length/mean:80.171875 - prompt_length/max:174.0 - prompt_length/min:44.0 - prompt_length/clip_ratio:0.0 - num_turns/min:np.int32(2) - num_turns/max:np.int32(2) - num_turns/mean:np.float64(2.0) - timing_s/start_profile:0.00010456889867782593 - timing_s/agent_loop/num_preempted/min:np.int64(-1) - timing_s/agent_loop/num_preempted/max:np.int64(-1) - timing_s/agent_loop/num_preempted/mean:np.float64(-1.0) - timing_s/agent_loop/generate_sequences/min:np.float64(3.3152616173028946) - timing_s/agent_loop/generate_sequences/max:np.float64(18.611155450344086) - timing_s/agent_loop/generate_sequences/mean:np.float64(8.068095858026936) - timing_s/agent_loop/tool_calls/min:np.float64(0.0) - timing_s/agent_loop/tool_calls/max:np.float64(0.0) - timing_s/agent_loop/tool_calls/mean:np.float64(0.0) - timing_s/agent_loop/compute_score/min:np.float64(0.005519762635231018) - timing_s/agent_loop/compute_score/max:np.float64(0.026738271117210388) - timing_s/agent_loop/compute_score/mean:np.float64(0.010562740244495217) - timing_s/agent_loop/slowest/generate_sequences:np.float64(18.611155450344086) - timing_s/agent_loop/slowest/tool_calls:np.float64(0.0) - timing_s/agent_loop/slowest/compute_score:np.float64(0.009613331407308578) - timing_s/agent_loop/slowest/num_preempted:np.int64(-1) - timing_s/agent_loop/slowest/prompt_length:69 - timing_s/agent_loop/slowest/response_length:1024 - timing_s/gen:19.64901054650545 - timing_s/reward:2.5656074285507202e-05 - timing_s/old_log_prob:44.926756359636784 - timing_s/ref:64.22973162680864 - timing_s/adv:0.016800429672002792 - timing_s/update_actor:188.60066255182028 - timing_s/update_weights:4.574735678732395 - timing_s/step:322.14837562292814 - timing_s/stop_profile:0.00014083832502365112 - timing_per_token_ms/gen:0.11123004860689634 - timing_per_token_ms/update_actor:0.8663328550841538 - timing_per_token_ms/ref:0.29503781179057714 - timing_per_token_ms/adv:7.717239169500594e-05 - perf/total_num_tokens:217700 - perf/time_per_step:322.14837562292814 - perf/throughput:168.94389082285483
[36m(TaskRunner pid=2033431)[0m step:63 - global_seqlen/min:46716 - global_seqlen/max:57848 - global_seqlen/minmax_diff:11132 - global_seqlen/balanced_min:52193 - global_seqlen/balanced_max:52198 - global_seqlen/mean:52195.75 - actor/entropy:0.0719880536198616 - perf/mfu/actor_infer:0.02911726488139924 - actor/pg_clipfrac:np.float64(0.00014989590954428422) - actor/ppo_kl:np.float64(0.00011419541900892227) - actor/pg_clipfrac_lower:np.float64(0.0) - actor/pg_loss:np.float64(0.002803347131703049) - actor/kl_loss:np.float64(0.13453829317586496) - actor/kl_coef:np.float64(0.0010000000000000005) - actor/loss:np.float64(0.0029378850013017654) - actor/grad_norm:np.float64(0.24751673638820648) - actor/perf/max_memory_allocated_gb:np.float64(20.273035049438477) - actor/perf/max_memory_reserved_gb:np.float64(34.158203125) - actor/perf/cpu_memory_used_gb:np.float64(108.74776458740234) - actor/lr:np.float64(1e-06) - perf/mfu/actor:np.float64(0.020557275218861505) - training/global_step:63 - training/epoch:0 - critic/score/mean:0.947265625 - critic/score/max:1.0 - critic/score/min:0.0 - critic/rewards/mean:0.947265625 - critic/rewards/max:1.0 - critic/rewards/min:0.0 - critic/advantages/mean:-0.003035380970686674 - critic/advantages/max:2.4748666286468506 - critic/advantages/min:-2.4748666286468506 - critic/returns/mean:-0.003035380970686674 - critic/returns/max:2.4748666286468506 - critic/returns/min:-2.4748666286468506 - response_length/mean:326.060546875 - response_length/max:1024.0 - response_length/min:113.0 - response_length/clip_ratio:0.001953125 - response_length_non_aborted/mean:326.060546875 - response_length_non_aborted/max:1024.0 - response_length_non_aborted/min:113.0 - response_length_non_aborted/clip_ratio:0.001953125 - response/aborted_ratio:0.0 - prompt_length/mean:81.71875 - prompt_length/max:155.0 - prompt_length/min:52.0 - prompt_length/clip_ratio:0.0 - num_turns/min:np.int32(2) - num_turns/max:np.int32(2) - num_turns/mean:np.float64(2.0) - timing_s/start_profile:7.745251059532166e-05 - timing_s/agent_loop/num_preempted/min:np.int64(-1) - timing_s/agent_loop/num_preempted/max:np.int64(-1) - timing_s/agent_loop/num_preempted/mean:np.float64(-1.0) - timing_s/agent_loop/generate_sequences/min:np.float64(2.776148710399866) - timing_s/agent_loop/generate_sequences/max:np.float64(18.06589776277542) - timing_s/agent_loop/generate_sequences/mean:np.float64(7.716261994057277) - timing_s/agent_loop/tool_calls/min:np.float64(0.0) - timing_s/agent_loop/tool_calls/max:np.float64(0.0) - timing_s/agent_loop/tool_calls/mean:np.float64(0.0) - timing_s/agent_loop/compute_score/min:np.float64(0.0072363391518592834) - timing_s/agent_loop/compute_score/max:np.float64(0.02539743110537529) - timing_s/agent_loop/compute_score/mean:np.float64(0.010860222020710353) - timing_s/agent_loop/slowest/generate_sequences:np.float64(18.06589776277542) - timing_s/agent_loop/slowest/tool_calls:np.float64(0.0) - timing_s/agent_loop/slowest/compute_score:np.float64(0.011668838560581207) - timing_s/agent_loop/slowest/num_preempted:np.int64(-1) - timing_s/agent_loop/slowest/prompt_length:79 - timing_s/agent_loop/slowest/response_length:1024 - timing_s/gen:19.104784801602364 - timing_s/reward:2.3268163204193115e-05 - timing_s/old_log_prob:44.91703652590513 - timing_s/ref:64.18923900648952 - timing_s/adv:0.01718573272228241 - timing_s/update_actor:189.12003084644675 - timing_s/update_weights:4.563324175775051 - timing_s/step:322.06184059008956 - timing_s/stop_profile:0.00014958903193473816 - timing_per_token_ms/gen:0.11443896899901382 - timing_per_token_ms/update_actor:0.9058210239648188 - timing_per_token_ms/ref:0.30744475846447994 - timing_per_token_ms/adv:8.231385085127817e-05 - perf/total_num_tokens:208783 - perf/time_per_step:322.06184059008956 - perf/throughput:162.06747717881035
[36m(TaskRunner pid=2033431)[0m step:64 - global_seqlen/min:55160 - global_seqlen/max:62658 - global_seqlen/minmax_diff:7498 - global_seqlen/balanced_min:57601 - global_seqlen/balanced_max:57604 - global_seqlen/mean:57602.5 - actor/entropy:0.09047669917345047 - perf/mfu/actor_infer:0.032075841514632546 - actor/pg_clipfrac:np.float64(0.0001884512394099147) - actor/ppo_kl:np.float64(1.7374376728440666e-06) - actor/pg_clipfrac_lower:np.float64(0.0) - actor/pg_loss:np.float64(0.007648479047929868) - actor/kl_loss:np.float64(0.12649910192703828) - actor/kl_coef:np.float64(0.0010000000000000005) - actor/loss:np.float64(0.007774976082146168) - actor/grad_norm:np.float64(0.20008903741836548) - actor/perf/max_memory_allocated_gb:np.float64(20.273035049438477) - actor/perf/max_memory_reserved_gb:np.float64(34.158203125) - actor/perf/cpu_memory_used_gb:np.float64(109.05720329284668) - actor/lr:np.float64(1e-06) - perf/mfu/actor:np.float64(0.0227727605705614) - training/global_step:64 - training/epoch:0 - critic/score/mean:0.9453125 - critic/score/max:1.0 - critic/score/min:0.0 - critic/rewards/mean:0.9453125 - critic/rewards/max:1.0 - critic/rewards/min:0.0 - critic/advantages/mean:-0.0078803189098835 - critic/advantages/max:1.6201815605163574 - critic/advantages/min:-1.6201815605163574 - critic/returns/mean:-0.0078803189098835 - critic/returns/max:1.6201815605163574 - critic/returns/min:-1.6201815605163574 - response_length/mean:366.03515625 - response_length/max:1024.0 - response_length/min:126.0 - response_length/clip_ratio:0.017578125 - response_length_non_aborted/mean:366.03515625 - response_length_non_aborted/max:1024.0 - response_length_non_aborted/min:126.0 - response_length_non_aborted/clip_ratio:0.017578125 - response/aborted_ratio:0.0 - prompt_length/mean:83.984375 - prompt_length/max:131.0 - prompt_length/min:51.0 - prompt_length/clip_ratio:0.0 - num_turns/min:np.int32(2) - num_turns/max:np.int32(2) - num_turns/mean:np.float64(2.0) - timing_s/start_profile:0.00019168108701705933 - timing_s/agent_loop/num_preempted/min:np.int64(-1) - timing_s/agent_loop/num_preempted/max:np.int64(-1) - timing_s/agent_loop/num_preempted/mean:np.float64(-1.0) - timing_s/agent_loop/generate_sequences/min:np.float64(3.1085917204618454) - timing_s/agent_loop/generate_sequences/max:np.float64(19.10171675309539) - timing_s/agent_loop/generate_sequences/mean:np.float64(8.604600449994905) - timing_s/agent_loop/tool_calls/min:np.float64(0.0) - timing_s/agent_loop/tool_calls/max:np.float64(0.0) - timing_s/agent_loop/tool_calls/mean:np.float64(0.0) - timing_s/agent_loop/compute_score/min:np.float64(0.006821874529123306) - timing_s/agent_loop/compute_score/max:np.float64(0.024029910564422607) - timing_s/agent_loop/compute_score/mean:np.float64(0.010523055803787429) - timing_s/agent_loop/slowest/generate_sequences:np.float64(19.10171675309539) - timing_s/agent_loop/slowest/tool_calls:np.float64(0.0) - timing_s/agent_loop/slowest/compute_score:np.float64(0.013083450496196747) - timing_s/agent_loop/slowest/num_preempted:np.int64(-1) - timing_s/agent_loop/slowest/prompt_length:122 - timing_s/agent_loop/slowest/response_length:1024 - timing_s/gen:20.1824368275702 - timing_s/reward:2.285093069076538e-05 - timing_s/old_log_prob:45.036939680576324 - timing_s/ref:63.93131444230676 - timing_s/adv:0.01859082281589508 - timing_s/update_actor:189.2249593771994 - timing_s/update_weights:4.572038430720568 - timing_s/step:323.11085238680243 - timing_s/stop_profile:0.0001720339059829712 - timing_per_token_ms/gen:0.10769135493074115 - timing_per_token_ms/update_actor:0.8212532415138206 - timing_per_token_ms/ref:0.2774676205125939 - timing_per_token_ms/adv:8.068583314914752e-05 - perf/total_num_tokens:230410 - perf/time_per_step:323.11085238680243 - perf/throughput:178.27473009493008
[36m(TaskRunner pid=2033431)[0m step:65 - global_seqlen/min:50040 - global_seqlen/max:62269 - global_seqlen/minmax_diff:12229 - global_seqlen/balanced_min:54031 - global_seqlen/balanced_max:54033 - global_seqlen/mean:54032.25 - actor/entropy:0.08875306695699692 - perf/mfu/actor_infer:0.030157364866543145 - actor/pg_clipfrac:np.float64(0.00021279827137732354) - actor/ppo_kl:np.float64(-0.00018705247687478277) - actor/pg_clipfrac_lower:np.float64(0.0) - actor/pg_loss:np.float64(0.018714716425165534) - actor/kl_loss:np.float64(0.13752640830352902) - actor/kl_coef:np.float64(0.0010000000000000005) - actor/loss:np.float64(0.018852241802960634) - actor/grad_norm:np.float64(0.2733571082353592) - actor/perf/max_memory_allocated_gb:np.float64(20.273035049438477) - actor/perf/max_memory_reserved_gb:np.float64(34.158203125) - actor/perf/cpu_memory_used_gb:np.float64(108.69572830200195) - actor/lr:np.float64(1e-06) - perf/mfu/actor:np.float64(0.02141034482449409) - training/global_step:65 - training/epoch:0 - critic/score/mean:0.943359375 - critic/score/max:1.0 - critic/score/min:0.0 - critic/rewards/mean:0.943359375 - critic/rewards/max:1.0 - critic/rewards/min:0.0 - critic/advantages/mean:-0.01901732198894024 - critic/advantages/max:1.20761239528656 - critic/advantages/min:-2.4748666286468506 - critic/returns/mean:-0.01901732198894024 - critic/returns/max:1.20761239528656 - critic/returns/min:-2.4748666286468506 - response_length/mean:343.923828125 - response_length/max:1024.0 - response_length/min:98.0 - response_length/clip_ratio:0.01171875 - response_length_non_aborted/mean:343.923828125 - response_length_non_aborted/max:1024.0 - response_length_non_aborted/min:98.0 - response_length_non_aborted/clip_ratio:0.01171875 - response/aborted_ratio:0.0 - prompt_length/mean:78.203125 - prompt_length/max:142.0 - prompt_length/min:44.0 - prompt_length/clip_ratio:0.0 - num_turns/min:np.int32(2) - num_turns/max:np.int32(2) - num_turns/mean:np.float64(2.0) - timing_s/start_profile:7.426366209983826e-05 - timing_s/agent_loop/num_preempted/min:np.int64(-1) - timing_s/agent_loop/num_preempted/max:np.int64(-1) - timing_s/agent_loop/num_preempted/mean:np.float64(-1.0) - timing_s/agent_loop/generate_sequences/min:np.float64(2.532210998237133) - timing_s/agent_loop/generate_sequences/max:np.float64(18.55045509338379) - timing_s/agent_loop/generate_sequences/mean:np.float64(8.053254800826835) - timing_s/agent_loop/tool_calls/min:np.float64(0.0) - timing_s/agent_loop/tool_calls/max:np.float64(0.0) - timing_s/agent_loop/tool_calls/mean:np.float64(0.0) - timing_s/agent_loop/compute_score/min:np.float64(0.007264241576194763) - timing_s/agent_loop/compute_score/max:np.float64(0.020267494022846222) - timing_s/agent_loop/compute_score/mean:np.float64(0.010727544788096566) - timing_s/agent_loop/slowest/generate_sequences:np.float64(18.55045509338379) - timing_s/agent_loop/slowest/tool_calls:np.float64(0.0) - timing_s/agent_loop/slowest/compute_score:np.float64(0.010308720171451569) - timing_s/agent_loop/slowest/num_preempted:np.int64(-1) - timing_s/agent_loop/slowest/prompt_length:63 - timing_s/agent_loop/slowest/response_length:1024 - timing_s/gen:19.59505643695593 - timing_s/reward:3.5218894481658936e-05 - timing_s/old_log_prob:44.94495773687959 - timing_s/ref:63.85614014789462 - timing_s/adv:0.016794849187135696 - timing_s/update_actor:188.5001586228609 - timing_s/update_weights:4.585881866514683 - timing_s/step:321.6504303328693 - timing_s/stop_profile:0.00010262802243232727 - timing_per_token_ms/gen:0.11127927603062047 - timing_per_token_ms/update_actor:0.8721650432050345 - timing_per_token_ms/ref:0.2954538268714269 - timing_per_token_ms/adv:7.770752276249691e-05 - perf/total_num_tokens:216129 - perf/time_per_step:321.6504303328693 - perf/throughput:167.98438585666793
